Ville,Lien,Population,Densité de population,Nombre de ménages,Habitants par ménage,Nombre de familles,Naissances,Décès,Solde naturel,Hommes,Femmes,Moins de 15 ans,15 - 29 ans,30 - 44 ans,45 - 59 ans,60 - 74 ans,75 ans et plus,Familles monoparentales,Couples sans enfant,Couples avec enfant,Familles sans enfant,Familles avec un enfant,Familles avec deux enfants,Familles avec trois enfants,Familles avec quatre enfants ou plus,Personnes célibataires,Personnes mariées,Personnes divorcées,Personnes veuves,Personnes en concubinage,Personnes pacsées,Population étrangère,Hommes étrangers,Femmes étrangères,Moins de 15 ans étrangers,15-24 ans étrangers,25-54 ans étrangers,55 ans et plus étrangers,Population immigrée,Hommes immigrés,Femmes immigrées,Moins de 15 ans immigrés,15-24 ans immigrés,25-54 ans immigrés,55 ans et plus immigrés,nbre habitants (2006),nbre habitants (2007),nbre habitants (2008),nbre habitants (2009),nbre habitants (2010),nbre habitants (2011),nbre habitants (2012),nbre habitants (2013),nbre habitants (2014),nbre habitants (2015),nbre habitants (2016),nbre habitants (2017),nbre habitants (2018),nbre naissances (1999),nbre naissances (2000),nbre naissances (2001),nbre naissances (2002),nbre naissances (2003),nbre naissances (2004),nbre naissances (2005),nbre naissances (2006),nbre naissances (2007),nbre naissances (2008),nbre naissances (2009),nbre naissances (2010),nbre naissances (2011),nbre naissances (2012),nbre naissances (2013),nbre naissances (2014),nbre naissances (2015),nbre naissances (2016),nbre naissances (2017),nbre naissances (2018),nbre naissances (2019),nbre deces (1999),nbre deces (2000),nbre deces (2001),nbre deces (2002),nbre deces (2003),nbre deces (2004),nbre deces (2005),nbre deces (2006),nbre deces (2007),nbre deces (2008),nbre deces (2009),nbre deces (2010),nbre deces (2011),nbre deces (2012),nbre deces (2013),nbre deces (2014),nbre deces (2015),nbre deces (2016),nbre deces (2017),nbre deces (2018),nbre deces (2019),nbre étrangers (2006),nbre étrangers (2007),nbre étrangers (2008),nbre étrangers (2009),nbre étrangers (2010),nbre étrangers (2011),nbre étrangers (2012),nbre étrangers (2013),nbre étrangers (2014),nbre étrangers (2015),nbre étrangers (2016),nbre étrangers (2017),nbre étrangers (2018),nbre immigrés (2006),nbre immigrés (2007),nbre immigrés (2008),nbre immigrés (2009),nbre immigrés (2010),nbre immigrés (2011),nbre immigrés (2012),nbre immigrés (2013),nbre immigrés (2014),nbre immigrés (2015),nbre immigrés (2016),nbre immigrés (2017),nbre immigrés (2018)
Thieux (77230),https://www.journaldunet.com/management/ville/thieux/ville-77462/demographie,892.0,74.0,318.0,2.8,190.0,11.0,3.0,8.0,444.0,448.0,196.0,192.0,218.0,189.0,73.0,19.0,36.0,36.0,118.0,51.0,56.0,46.0,26.0,10.0,239.0,249.0,24.0,24.0,123.0,37.0,43.0,20.0,23.0,5.0,3.0,25.0,10.0,68.0,31.0,37.0,1.0,3.0,50.0,14.0,785.0,807.0,809.0,812.0,804.0,801.0,811.0,811.0,812.0,828.0,841.0,913.0,892.0,11.0,10.0,16.0,14.0,14.0,11.0,22.0,15.0,14.0,15.0,16.0,7.0,14.0,17.0,17.0,9.0,13.0,9.0,9.0,13.0,11.0,3.0,2.0,6.0,2.0,6.0,3.0,4.0,2.0,1.0,6.0,9.0,4.0,7.0,3.0,3.0,4.0,3.0,5.0,7.0,0.0,3.0,38.0,40.0,40.0,40.0,40.0,40.0,35.0,35.0,35.0,35.0,37.0,44.0,43.0,30.0,57.0,57.0,57.0,57.0,57.0,53.0,53.0,53.0,53.0,57.0,69.0,68.0
Réau (77550),https://www.journaldunet.com/management/ville/reau/ville-77384/demographie,1855.0,139.0,465.0,4.0,330.0,28.0,18.0,10.0,1159.0,696.0,256.0,413.0,559.0,382.0,141.0,76.0,45.0,115.0,170.0,125.0,90.0,80.0,35.0,0.0,562.0,465.0,134.0,85.0,268.0,85.0,218.0,165.0,53.0,18.0,9.0,169.0,22.0,253.0,188.0,65.0,2.0,11.0,194.0,46.0,972.0,1009.0,1046.0,1061.0,1096.0,1321.0,1548.0,1775.0,1774.0,1777.0,1814.0,1834.0,1855.0,8.0,9.0,3.0,6.0,7.0,13.0,17.0,17.0,19.0,16.0,11.0,13.0,12.0,14.0,14.0,12.0,13.0,13.0,23.0,15.0,28.0,15.0,17.0,12.0,10.0,12.0,8.0,13.0,11.0,15.0,19.0,16.0,12.0,22.0,17.0,13.0,24.0,12.0,29.0,24.0,23.0,18.0,48.0,51.0,52.0,52.0,54.0,107.0,152.0,197.0,197.0,197.0,217.0,218.0,218.0,72.0,74.0,77.0,77.0,81.0,136.0,183.0,229.0,229.0,229.0,251.0,252.0,253.0
Thoury-Férottes (77940),https://www.journaldunet.com/management/ville/thoury-ferottes/ville-77465/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guermantes (77600),https://www.journaldunet.com/management/ville/guermantes/ville-77221/demographie,1151.0,913.0,440.0,2.6,375.0,14.0,3.0,11.0,561.0,590.0,217.0,164.0,219.0,270.0,247.0,33.0,35.0,160.0,180.0,185.0,90.0,90.0,10.0,0.0,183.0,530.0,54.0,27.0,86.0,54.0,52.0,26.0,26.0,2.0,2.0,32.0,16.0,96.0,46.0,50.0,3.0,4.0,54.0,35.0,1302.0,1289.0,1276.0,1257.0,1243.0,1217.0,1191.0,1165.0,1153.0,1139.0,1143.0,1147.0,1151.0,5.0,11.0,12.0,14.0,9.0,14.0,17.0,11.0,9.0,14.0,12.0,16.0,14.0,2.0,12.0,9.0,11.0,15.0,10.0,8.0,14.0,3.0,3.0,2.0,4.0,7.0,2.0,3.0,2.0,3.0,5.0,4.0,6.0,6.0,6.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,56.0,56.0,56.0,56.0,56.0,51.0,50.0,50.0,50.0,48.0,52.0,52.0,52.0,89.0,87.0,87.0,87.0,85.0,86.0,87.0,85.0,85.0,84.0,96.0,96.0,96.0
Méry-sur-Marne (77730),https://www.journaldunet.com/management/ville/mery-sur-marne/ville-77290/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savigny-le-Temple (77176),https://www.journaldunet.com/management/ville/savigny-le-temple/ville-77445/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mortcerf (77163),https://www.journaldunet.com/management/ville/mortcerf/ville-77318/demographie,1438.0,81.0,550.0,2.6,397.0,12.0,21.0,-9.0,698.0,740.0,232.0,238.0,277.0,330.0,223.0,103.0,66.0,153.0,178.0,199.0,76.0,87.0,31.0,5.0,296.0,502.0,53.0,99.0,163.0,93.0,57.0,30.0,27.0,3.0,0.0,29.0,25.0,82.0,41.0,41.0,3.0,3.0,36.0,40.0,1416.0,1440.0,1449.0,1458.0,1467.0,1455.0,1450.0,1454.0,1457.0,1461.0,1452.0,1445.0,1438.0,11.0,26.0,20.0,11.0,22.0,14.0,13.0,12.0,11.0,15.0,16.0,21.0,15.0,15.0,21.0,13.0,16.0,15.0,14.0,10.0,12.0,20.0,32.0,27.0,21.0,15.0,18.0,17.0,22.0,21.0,16.0,17.0,13.0,14.0,22.0,15.0,23.0,25.0,25.0,23.0,25.0,21.0,41.0,41.0,53.0,53.0,53.0,53.0,53.0,47.0,47.0,47.0,47.0,47.0,57.0,70.0,70.0,82.0,82.0,82.0,82.0,82.0,91.0,90.0,90.0,90.0,90.0,82.0
Fontains (77370),https://www.journaldunet.com/management/ville/fontains/ville-77190/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Grande-Paroisse (77130),https://www.journaldunet.com/management/ville/la-grande-paroisse/ville-77210/demographie,2809.0,97.0,1088.0,2.6,794.0,29.0,31.0,-2.0,1363.0,1446.0,541.0,433.0,477.0,582.0,494.0,240.0,95.0,319.0,379.0,359.0,170.0,170.0,55.0,40.0,513.0,1108.0,128.0,158.0,216.0,145.0,176.0,94.0,82.0,33.0,8.0,83.0,52.0,236.0,130.0,106.0,4.0,14.0,130.0,88.0,2497.0,2532.0,2565.0,2598.0,2591.0,2610.0,2652.0,2696.0,2739.0,2749.0,2763.0,2786.0,2809.0,31.0,19.0,23.0,19.0,19.0,16.0,28.0,24.0,16.0,35.0,32.0,23.0,18.0,30.0,20.0,24.0,23.0,27.0,32.0,32.0,29.0,14.0,17.0,17.0,13.0,16.0,23.0,21.0,14.0,22.0,20.0,19.0,19.0,21.0,20.0,17.0,22.0,35.0,33.0,33.0,31.0,31.0,105.0,85.0,86.0,87.0,87.0,87.0,165.0,170.0,171.0,171.0,171.0,171.0,176.0,156.0,151.0,154.0,156.0,156.0,156.0,212.0,213.0,217.0,217.0,219.0,230.0,236.0
Oissery (77178),https://www.journaldunet.com/management/ville/oissery/ville-77344/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lognes (77185),https://www.journaldunet.com/management/ville/lognes/ville-77258/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Plessis-Placy (77440),https://www.journaldunet.com/management/ville/le-plessis-placy/ville-77367/demographie,271.0,33.0,96.0,2.8,76.0,2.0,1.0,1.0,145.0,126.0,65.0,47.0,52.0,71.0,28.0,8.0,5.0,20.0,51.0,30.0,15.0,20.0,10.0,0.0,52.0,94.0,6.0,7.0,35.0,12.0,11.0,6.0,5.0,0.0,1.0,8.0,2.0,11.0,7.0,4.0,0.0,1.0,8.0,2.0,264.0,264.0,266.0,265.0,269.0,272.0,276.0,278.0,276.0,273.0,271.0,268.0,271.0,7.0,1.0,2.0,2.0,2.0,5.0,6.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,6.0,2.0,2.0,6.0,2.0,7.0,2.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,11.0,11.0,11.0,11.0
Fontaine-Fourches (77480),https://www.journaldunet.com/management/ville/fontaine-fourches/ville-77187/demographie,595.0,50.0,225.0,2.6,164.0,5.0,5.0,0.0,306.0,289.0,121.0,109.0,106.0,126.0,82.0,47.0,20.0,76.0,68.0,81.0,20.0,44.0,19.0,0.0,111.0,212.0,28.0,31.0,64.0,28.0,8.0,3.0,5.0,1.0,0.0,4.0,3.0,11.0,3.0,8.0,0.0,1.0,5.0,5.0,556.0,563.0,572.0,589.0,596.0,595.0,595.0,596.0,597.0,600.0,601.0,602.0,595.0,12.0,9.0,6.0,9.0,6.0,13.0,9.0,4.0,9.0,7.0,8.0,6.0,9.0,3.0,5.0,7.0,5.0,9.0,7.0,8.0,5.0,6.0,1.0,10.0,4.0,4.0,1.0,8.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,6.0,3.0,4.0,3.0,2.0,7.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,14.0,14.0,14.0,14.0,14.0,11.0,11.0,11.0,11.0
La Madeleine-sur-Loing (77570),https://www.journaldunet.com/management/ville/la-madeleine-sur-loing/ville-77267/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevry-en-Sereine (77710),https://www.journaldunet.com/management/ville/chevry-en-sereine/ville-77115/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mormant (77720),https://www.journaldunet.com/management/ville/mormant/ville-77317/demographie,4924.0,297.0,1881.0,2.6,1355.0,80.0,37.0,43.0,2431.0,2493.0,1149.0,846.0,1022.0,960.0,598.0,291.0,207.0,444.0,704.0,574.0,265.0,314.0,145.0,58.0,1013.0,1613.0,231.0,232.0,474.0,212.0,392.0,202.0,190.0,77.0,22.0,194.0,99.0,564.0,269.0,295.0,18.0,28.0,326.0,192.0,4338.0,4292.0,4326.0,4356.0,4387.0,4433.0,4503.0,4572.0,4645.0,4717.0,4797.0,4834.0,4924.0,80.0,69.0,55.0,64.0,43.0,52.0,56.0,48.0,53.0,64.0,58.0,50.0,71.0,71.0,53.0,73.0,69.0,58.0,56.0,52.0,80.0,47.0,30.0,48.0,48.0,40.0,35.0,33.0,33.0,30.0,53.0,36.0,43.0,30.0,43.0,37.0,38.0,32.0,33.0,41.0,38.0,37.0,268.0,261.0,231.0,235.0,235.0,236.0,240.0,281.0,285.0,289.0,293.0,296.0,392.0,369.0,365.0,355.0,355.0,359.0,363.0,368.0,467.0,474.0,480.0,487.0,491.0,564.0
Châtenoy (77167),https://www.journaldunet.com/management/ville/chatenoy/ville-77102/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby (77480),https://www.journaldunet.com/management/ville/baby/ville-77015/demographie,95.0,23.0,40.0,2.4,25.0,1.0,1.0,0.0,50.0,45.0,24.0,5.0,26.0,20.0,18.0,3.0,0.0,15.0,10.0,15.0,5.0,5.0,0.0,0.0,14.0,38.0,2.0,3.0,11.0,4.0,4.0,2.0,2.0,1.0,0.0,3.0,0.0,4.0,2.0,2.0,1.0,0.0,2.0,1.0,68.0,69.0,67.0,76.0,85.0,94.0,97.0,99.0,98.0,97.0,96.0,95.0,95.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0
Saint-Barthélemy (77320),https://www.journaldunet.com/management/ville/saint-barthelemy/ville-77402/demographie,334.0,22.0,138.0,2.4,99.0,1.0,2.0,-1.0,160.0,174.0,66.0,44.0,60.0,86.0,53.0,20.0,0.0,40.0,59.0,54.0,20.0,15.0,10.0,0.0,56.0,140.0,13.0,16.0,35.0,8.0,8.0,3.0,5.0,2.0,1.0,4.0,1.0,12.0,3.0,9.0,3.0,1.0,7.0,1.0,329.0,341.0,353.0,365.0,386.0,397.0,379.0,361.0,343.0,334.0,325.0,329.0,334.0,1.0,2.0,8.0,2.0,6.0,3.0,5.0,7.0,2.0,2.0,1.0,6.0,5.0,3.0,1.0,5.0,3.0,5.0,3.0,2.0,1.0,4.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,12.0,12.0
Grandpuits-Bailly-Carrois (77720),https://www.journaldunet.com/management/ville/grandpuits-bailly-carrois/ville-77211/demographie,1025.0,42.0,396.0,2.6,273.0,11.0,3.0,8.0,524.0,501.0,190.0,188.0,176.0,254.0,144.0,67.0,21.0,84.0,168.0,109.0,71.0,64.0,19.0,9.0,211.0,381.0,40.0,53.0,103.0,47.0,61.0,32.0,29.0,14.0,6.0,26.0,15.0,61.0,36.0,25.0,2.0,4.0,32.0,23.0,979.0,975.0,963.0,977.0,992.0,1007.0,1013.0,1015.0,1015.0,1018.0,1020.0,1028.0,1025.0,14.0,11.0,11.0,6.0,12.0,13.0,11.0,17.0,10.0,23.0,9.0,13.0,9.0,16.0,12.0,11.0,4.0,15.0,13.0,15.0,11.0,6.0,5.0,6.0,3.0,7.0,5.0,5.0,5.0,6.0,1.0,3.0,2.0,5.0,6.0,8.0,5.0,7.0,8.0,10.0,11.0,3.0,36.0,36.0,36.0,41.0,41.0,41.0,41.0,41.0,62.0,62.0,62.0,62.0,61.0,46.0,46.0,46.0,54.0,55.0,55.0,55.0,55.0,60.0,60.0,60.0,60.0,61.0
Rupéreux (77560),https://www.journaldunet.com/management/ville/rupereux/ville-77396/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gironville (77890),https://www.journaldunet.com/management/ville/gironville/ville-77207/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pringy (77310),https://www.journaldunet.com/management/ville/pringy/ville-77378/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villiers-sur-Seine (77114),https://www.journaldunet.com/management/ville/villiers-sur-seine/ville-77522/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luzancy (77138),https://www.journaldunet.com/management/ville/luzancy/ville-77265/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaumes-en-Brie (77390),https://www.journaldunet.com/management/ville/chaumes-en-brie/ville-77107/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Précy-sur-Marne (77410),https://www.journaldunet.com/management/ville/precy-sur-marne/ville-77376/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauchery-Saint-Martin (77560),https://www.journaldunet.com/management/ville/beauchery-saint-martin/ville-77026/demographie,363.0,13.0,140.0,2.6,114.0,3.0,1.0,2.0,189.0,174.0,66.0,57.0,56.0,107.0,62.0,13.0,5.0,51.0,59.0,56.0,30.0,15.0,10.0,5.0,63.0,170.0,10.0,12.0,34.0,7.0,13.0,8.0,5.0,1.0,0.0,10.0,2.0,20.0,11.0,9.0,0.0,0.0,13.0,7.0,390.0,394.0,397.0,409.0,410.0,411.0,412.0,411.0,415.0,399.0,384.0,368.0,363.0,8.0,7.0,6.0,2.0,9.0,3.0,6.0,3.0,9.0,6.0,5.0,3.0,5.0,2.0,4.0,2.0,4.0,5.0,2.0,6.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0,1.0,12.0,12.0,12.0,12.0,9.0,9.0,9.0,9.0,9.0,14.0,13.0,13.0,13.0,17.0,17.0,17.0,17.0,19.0,19.0,19.0,19.0,19.0,21.0,20.0,20.0,20.0
Mareuil-lès-Meaux (77100),https://www.journaldunet.com/management/ville/mareuil-les-meaux/ville-77276/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chartrettes (77590),https://www.journaldunet.com/management/ville/chartrettes/ville-77096/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tousson (77123),https://www.journaldunet.com/management/ville/tousson/ville-77471/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grisy-Suisnes (77166),https://www.journaldunet.com/management/ville/grisy-suisnes/ville-77217/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marchémoret (77230),https://www.journaldunet.com/management/ville/marchemoret/ville-77273/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charmentray (77410),https://www.journaldunet.com/management/ville/charmentray/ville-77094/demographie,293.0,63.0,112.0,2.6,81.0,0.0,2.0,-2.0,150.0,143.0,71.0,51.0,71.0,58.0,36.0,5.0,0.0,25.0,56.0,30.0,20.0,20.0,5.0,5.0,61.0,120.0,5.0,3.0,23.0,10.0,6.0,4.0,2.0,0.0,0.0,2.0,4.0,12.0,6.0,6.0,3.0,0.0,5.0,4.0,255.0,258.0,256.0,257.0,261.0,266.0,270.0,260.0,257.0,268.0,278.0,289.0,293.0,2.0,6.0,1.0,2.0,2.0,6.0,5.0,4.0,0.0,0.0,3.0,6.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0
Meaux (77100),https://www.journaldunet.com/management/ville/meaux/ville-77284//demographie,55416.0,3707.0,22708.0,2.4,14099.0,947.0,345.0,602.0,26434.0,28982.0,12566.0,11726.0,11423.0,9760.0,6517.0,2953.0,3826.0,4116.0,6157.0,5210.0,3671.0,2875.0,1545.0,798.0,15130.0,15445.0,3182.0,2586.0,5026.0,1481.0,8753.0,4415.0,4338.0,1861.0,817.0,4324.0,1751.0,11241.0,5515.0,5726.0,563.0,1054.0,6599.0,3025.0,48842.0,48466.0,48653.0,49612.0,50755.0,52225.0,53623.0,53766.0,53526.0,53720.0,54331.0,54991.0,55416.0,923.0,959.0,985.0,918.0,861.0,877.0,921.0,959.0,976.0,989.0,1028.0,1067.0,1092.0,1031.0,1078.0,1018.0,1039.0,1018.0,965.0,978.0,947.0,339.0,331.0,337.0,374.0,341.0,325.0,350.0,307.0,327.0,305.0,324.0,348.0,327.0,361.0,324.0,331.0,329.0,356.0,379.0,341.0,345.0,6109.0,6089.0,5912.0,6156.0,6338.0,6474.0,6647.0,6907.0,7119.0,7286.0,7816.0,8299.0,8753.0,7750.0,7856.0,7935.0,8312.0,8613.0,8805.0,9126.0,9209.0,9328.0,9529.0,10188.0,10756.0,11241.0
Sourdun (77171),https://www.journaldunet.com/management/ville/sourdun/ville-77459/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montereau-sur-le-Jard (77950),https://www.journaldunet.com/management/ville/montereau-sur-le-jard/ville-77306/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Pathus (77178),https://www.journaldunet.com/management/ville/saint-pathus/ville-77430/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Les Ormes-sur-Voulzie (77134),https://www.journaldunet.com/management/ville/les-ormes-sur-voulzie/ville-77347/demographie/demographie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Varreddes (77910),https://www.journaldunet.com/management/ville/varreddes/ville-77483/demographie,2021.0,253.0,779.0,2.6,578.0,31.0,32.0,-1.0,945.0,1076.0,377.0,373.0,367.0,443.0,284.0,148.0,94.0,246.0,238.0,278.0,115.0,124.0,46.0,15.0,419.0,717.0,96.0,118.0,197.0,98.0,73.0,36.0,37.0,17.0,3.0,32.0,21.0,119.0,53.0,66.0,6.0,4.0,65.0,44.0,1867.0,1872.0,1862.0,1860.0,1858.0,1856.0,1856.0,1884.0,1904.0,1925.0,1945.0,2004.0,2021.0,24.0,29.0,27.0,19.0,22.0,23.0,22.0,20.0,18.0,17.0,18.0,17.0,16.0,25.0,16.0,21.0,26.0,28.0,20.0,22.0,31.0,9.0,18.0,8.0,17.0,16.0,9.0,19.0,19.0,21.0,22.0,22.0,20.0,17.0,23.0,14.0,22.0,22.0,22.0,26.0,15.0,32.0,56.0,56.0,56.0,54.0,54.0,54.0,54.0,54.0,72.0,72.0,72.0,72.0,73.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0,98.0,113.0,115.0,115.0,119.0,119.0
