ville,lien,Région,Département,Etablissement public de coopération intercommunale (EPCI),Code postal (CP),Code Insee,Nom des habitants,Population (2018),Population : rang national (2018),Densité de population (2018),Taux de chômage (2018),Pavillon bleu,Ville d'art et d'histoire,Ville fleurie,Ville internet,Superficie (surface),Altitude min.,Altitude max.,Latitude,Longitude
Luzancy (77138),https://www.journaldunet.com/management/ville/luzancy/ville-77265,Île-de-France,Seine-et-Marne,Communauté de communes du Pays Fertois,77138,77265,"Luzancéens, Luzancéennes",1 112 hab.,n°9 074 ,169 hab/km²,"16,0 %",non,non,Aucune fleur,Aucune arobase,"6,6 km²",52 mètre(s),167 mètre(s),"48,9776","3,1808"
Chelles (77500),https://www.journaldunet.com/management/ville/chelles/ville-77108/,Île-de-France,Seine-et-Marne,Communauté d'agglomération Paris - Vallée de la Marne,77500,77108,nc,55 148 hab.,n°106 ,3 468 hab/km²,"12,2 %",non,non,3 fleur(s),2 arobase(s),"15,9 km²",36 mètre(s),106 mètre(s),"48,884","2,59686"
La Haute-Maison (77580),https://www.journaldunet.com/management/ville/la-haute-maison/ville-77225,Île-de-France,Seine-et-Marne,Communauté de communes Pays Créçois,77580,77225,"Altimantissiens, Altimantissiennes",309 hab.,n°21 547 ,24 hab/km²,"7,9 %",non,non,Aucune fleur,Aucune arobase,"13,0 km²",141 mètre(s),172 mètre(s),"48,8841","3,00569"
Le Plessis-aux-Bois (77165),https://www.journaldunet.com/management/ville/le-plessis-aux-bois/ville-77364,Île-de-France,Seine-et-Marne,Communauté de communes Plaines et Monts de France,77165,77364,"Plessisboisiens, Plessisboisiennes",270 hab.,n°23 007 ,79 hab/km²,"10,4 %",non,non,Aucune fleur,Aucune arobase,"3,4 km²",98 mètre(s),136 mètre(s),"49,0038","2,76764"
Vinantes (77230),https://www.journaldunet.com/management/ville/vinantes/ville-77525,Île-de-France,Seine-et-Marne,Communauté de communes Plaines et Monts de France,77230,77525,"Vinantais, Vinantaises",384 hab.,n°19 239 ,73 hab/km²,"11,5 %",non,non,Aucune fleur,Aucune arobase,"5,3 km²",80 mètre(s),122 mètre(s),"49,0034","2,73993"
Villemareuil (77470),https://www.journaldunet.com/management/ville/villemareuil/ville-77505,Île-de-France,Seine-et-Marne,Communauté de communes Pays Créçois,77470,77505,"Villemareuillais, Villemareuillaises",395 hab.,n°18 945 ,37 hab/km²,"10,3 %",non,non,Aucune fleur,Aucune arobase,"10,7 km²",115 mètre(s),173 mètre(s),"48,9202","2,98475"
Darvault (77140),https://www.journaldunet.com/management/ville/darvault/ville-77156,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Nemours,77140,77156,"Darvaultois, Darvaultoises",890 hab.,n°10 849 ,114 hab/km²,"10,6 %",non,non,Aucune fleur,Aucune arobase,"7,8 km²",57 mètre(s),137 mètre(s),"48,277","2,72843"
Sablonnières (77510),https://www.journaldunet.com/management/ville/sablonnieres/ville-77398,Île-de-France,Seine-et-Marne,Communauté de communes des Deux Morin,77510,77398,"Sablonniérois, Sablonniéroises",721 hab.,n°12 718 ,52 hab/km²,"12,0 %",non,non,Aucune fleur,Aucune arobase,"14,0 km²",75 mètre(s),192 mètre(s),"48,8759","3,29343"
Saint-Martin-en-Bière (77630),https://www.journaldunet.com/management/ville/saint-martin-en-biere/ville-77425,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Fontainebleau,77630,77425,"San-Martinois, San-Martinoises",744 hab.,n°12 435 ,95 hab/km²,"9,2 %",non,non,Aucune fleur,Aucune arobase,"7,8 km²",64 mètre(s),90 mètre(s),"48,4342","2,57483"
Égligny (77126),https://www.journaldunet.com/management/ville/egligny/ville-77167,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77126,77167,"Eglignyciens, Eglignyciennes",327 hab.,n°20 913 ,20 hab/km²,"9,0 %",non,non,Aucune fleur,Aucune arobase,"16,6 km²",50 mètre(s),135 mètre(s),"48,4397","3,12418"
Sancy (77580),https://www.journaldunet.com/management/ville/sancy/ville-77443,Île-de-France,Seine-et-Marne,Communauté de communes Pays Créçois,77580,77443,nc,386 hab.,n°19 175 ,70 hab/km²,"6,4 %",non,non,Aucune fleur,Aucune arobase,"5,5 km²",118 mètre(s),164 mètre(s),"48,8792","2,96109"
La Tombe (77130),https://www.journaldunet.com/management/ville/la-tombe/ville-77467,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77130,77467,"Tombiers, Tombières",216 hab.,n°25 349 ,28 hab/km²,"14,7 %",non,non,Aucune fleur,Aucune arobase,"7,8 km²",49 mètre(s),86 mètre(s),"48,3867","3,09357"
Bazoches-lès-Bray (77118),https://www.journaldunet.com/management/ville/bazoches-les-bray/ville-77025,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77118,77025,"Bazochois, Bazochoises",862 hab.,n°11 126 ,38 hab/km²,"12,4 %",non,non,Aucune fleur,Aucune arobase,"22,7 km²",50 mètre(s),129 mètre(s),"48,3984","3,19262"
Brou-sur-Chantereine (77177),https://www.journaldunet.com/management/ville/brou-sur-chantereine/ville-77055,Île-de-France,Seine-et-Marne,Communauté d'agglomération Paris - Vallée de la Marne,77177,77055,"Breuillois, Breuilloises",4 440 hab.,n°2 474 ,1 037 hab/km²,"11,5 %",non,non,Aucune fleur,Aucune arobase,"4,3 km²",40 mètre(s),67 mètre(s),"48,8902","2,6399"
Saint-Augustin (77515),https://www.journaldunet.com/management/ville/saint-augustin/ville-77400,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Coulommiers,77515,77400,nc,1 742 hab.,n°6 107 ,168 hab/km²,"7,7 %",non,non,Aucune fleur,Aucune arobase,"10,4 km²",69 mètre(s),152 mètre(s),"48,7891","3,02888"
Chevru (77320),https://www.journaldunet.com/management/ville/chevru/ville-77113,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Coulommiers,77320,77113,"Chevrotins, Chevrotines",1 102 hab.,n°9 132 ,79 hab/km²,"9,9 %",non,non,Aucune fleur,Aucune arobase,"13,9 km²",121 mètre(s),165 mètre(s),"48,7337","3,19578"
La Rochette (77000),https://www.journaldunet.com/management/ville/la-rochette/ville-77389,Île-de-France,Seine-et-Marne,Communauté d'agglomération Melun Val de Seine,77000,77389,nc,3 749 hab.,n°2 951 ,641 hab/km²,"11,4 %",non,non,1 fleur(s),Aucune arobase,"5,9 km²",36 mètre(s),98 mètre(s),"48,5068","2,65956"
Ocquerre (77440),https://www.journaldunet.com/management/ville/ocquerre/ville-77343,Île-de-France,Seine-et-Marne,Communauté de communes du Pays de l'Ourcq,77440,77343,"Ocquerrois, Ocquerroises",410 hab.,n°18 539 ,41 hab/km²,"9,0 %",non,non,Aucune fleur,Aucune arobase,"10,1 km²",51 mètre(s),163 mètre(s),"49,0336","3,06016"
Cocherel (77440),https://www.journaldunet.com/management/ville/cocherel/ville-77120,Île-de-France,Seine-et-Marne,Communauté de communes du Pays de l'Ourcq,77440,77120,"Cocherellois, Cocherelloises",630 hab.,n°14 114 ,76 hab/km²,"10,3 %",non,non,Aucune fleur,Aucune arobase,"8,3 km²",97 mètre(s),209 mètre(s),"49,0184","3,10665"
Chartrettes (77590),https://www.journaldunet.com/management/ville/chartrettes/ville-77096,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Fontainebleau,77590,77096,"Chartrettois, Chartrettoises",2 544 hab.,n°4 299 ,252 hab/km²,"8,6 %",non,non,Aucune fleur,Aucune arobase,"10,1 km²",37 mètre(s),94 mètre(s),"48,4943","2,71362"
Ury (77760),https://www.journaldunet.com/management/ville/ury/ville-77477,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Fontainebleau,77760,77477,"Uriquois, Uriquoises",848 hab.,n°11 283 ,103 hab/km²,"7,8 %",non,non,Aucune fleur,Aucune arobase,"8,2 km²",108 mètre(s),130 mètre(s),"48,3409","2,60036"
Bellot (77510),https://www.journaldunet.com/management/ville/bellot/ville-77030,Île-de-France,Seine-et-Marne,Communauté de communes des Deux Morin,77510,77030,"Bellotiers, Bellotières",769 hab.,n°12 098 ,47 hab/km²,"9,4 %",non,non,Aucune fleur,Aucune arobase,"16,4 km²",83 mètre(s),204 mètre(s),"48,8417","3,32402"
Boissy-aux-Cailles (77760),https://www.journaldunet.com/management/ville/boissy-aux-cailles/ville-77041,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Fontainebleau,77760,77041,"Boisséens, Boisséennes",285 hab.,n°22 439 ,17 hab/km²,"6,6 %",non,non,Aucune fleur,Aucune arobase,"16,4 km²",71 mètre(s),123 mètre(s),"48,3119","2,49277"
La Chapelle-Saint-Sulpice (77160),https://www.journaldunet.com/management/ville/la-chapelle-saint-sulpice/ville-77090,Île-de-France,Seine-et-Marne,Communauté de communes du Provinois,77160,77090,"Capélosulpiciens, Capélosulpiciennes",242 hab.,n°24 163 ,38 hab/km²,"11,3 %",non,non,Aucune fleur,Aucune arobase,"6,4 km²",105 mètre(s),151 mètre(s),"48,5577","3,1799"
Ozoir-la-Ferrière (77330),https://www.journaldunet.com/management/ville/ozoir-la-ferriere/ville-77350,Île-de-France,Seine-et-Marne,Communauté de communes les Portes Briardes Entre Villes et Forêts,77330,77350,"Ozoiriens, Ozoiriennes",20 191 hab.,n°465 ,1 296 hab/km²,"8,8 %",non,non,3 fleur(s),Aucune arobase,"15,6 km²",94 mètre(s),122 mètre(s),"48,7636","2,67963"
Lizy-sur-Ourcq (77440),https://www.journaldunet.com/management/ville/lizy-sur-ourcq/ville-77257,Île-de-France,Seine-et-Marne,Communauté de communes du Pays de l'Ourcq,77440,77257,nc,3 535 hab.,n°3 123 ,317 hab/km²,"21,2 %",non,non,2 fleur(s),1 arobase(s),"11,2 km²",45 mètre(s),136 mètre(s),"49,0352","3,01893"
Bourron-Marlotte (77780),https://www.journaldunet.com/management/ville/bourron-marlotte/ville-77048,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Fontainebleau,77780,77048,"Bourronais-Marlottins, Bourronaises-Marlottines",2 759 hab.,n°3 997 ,245 hab/km²,"7,9 %",non,non,Aucune fleur,Aucune arobase,"11,3 km²",52 mètre(s),127 mètre(s),"48,3353","2,7017"
Trilport (77470),https://www.journaldunet.com/management/ville/trilport/ville-77475,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Meaux,77470,77475,"Trilportais, Trilportaises",5 061 hab.,n°2 162 ,461 hab/km²,"10,1 %",non,non,2 fleur(s),5 arobase(s),"11,0 km²",41 mètre(s),141 mètre(s),"48,9587","2,96624"
Boissy-le-Châtel (77169),https://www.journaldunet.com/management/ville/boissy-le-chatel/ville-77042,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Coulommiers,77169,77042,"Buccéens, Buccéennes",3 182 hab.,n°3 481 ,320 hab/km²,"9,2 %",non,non,Aucune fleur,Aucune arobase,"10,0 km²",72 mètre(s),150 mètre(s),"48,8254","3,13705"
Tancrou (77440),https://www.journaldunet.com/management/ville/tancrou/ville-77460,Île-de-France,Seine-et-Marne,Communauté de communes du Pays de l'Ourcq,77440,77460,"Tancrétiens, Tancrétiennes",353 hab.,n°20 104 ,29 hab/km²,"8,5 %",non,non,Aucune fleur,Aucune arobase,"12,2 km²",48 mètre(s),195 mètre(s),"49,0039","3,07986"
Fontenay-Trésigny (77610),https://www.journaldunet.com/management/ville/fontenay-tresigny/ville-77192,Île-de-France,Seine-et-Marne,Communauté de communes Val Briard,77610,77192,"Trésifontains, Trésifontaines",5 678 hab.,n°1 928 ,257 hab/km²,"10,0 %",non,non,Aucune fleur,Aucune arobase,"22,1 km²",75 mètre(s),123 mètre(s),"48,698","2,86231"
Guercheville (77760),https://www.journaldunet.com/management/ville/guercheville/ville-77220,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Nemours,77760,77220,"Guerchevillois, Guerchevilloises",268 hab.,n°23 086 ,29 hab/km²,"10,1 %",non,non,Aucune fleur,Aucune arobase,"9,2 km²",109 mètre(s),122 mètre(s),"48,2597","2,55772"
Les Marêts (77560),https://www.journaldunet.com/management/ville/les-marets/ville-77275,Île-de-France,Seine-et-Marne,Communauté de communes du Provinois,77560,77275,nc,149 hab.,n°28 704 ,28 hab/km²,"10,9 %",non,non,Aucune fleur,Aucune arobase,"5,4 km²",136 mètre(s),170 mètre(s),"48,6725","3,3166"
Champagne-sur-Seine (77430),https://www.journaldunet.com/management/ville/champagne-sur-seine/ville-77079,Île-de-France,Seine-et-Marne,Communauté de communes Moret Seine et Loing,77430,77079,"Champenois, Champenoises",6 292 hab.,n°1 699 ,864 hab/km²,"15,6 %",non,non,1 fleur(s),Aucune arobase,"7,3 km²",42 mètre(s),111 mètre(s),"48,4094","2,80793"
Bailly-Romainvilliers (77700),https://www.journaldunet.com/management/ville/bailly-romainvilliers/ville-77018,Île-de-France,Seine-et-Marne,Communauté d'agglomération Val d'Europe Agglomération,77700,77018,"Romainvillersois, Romainvillersoises",7 411 hab.,n°1 423 ,925 hab/km²,"8,7 %",non,non,2 fleur(s),5 arobase(s),"8,0 km²",125 mètre(s),140 mètre(s),"48,8434","2,81666"
Coulombs-en-Valois (77840),https://www.journaldunet.com/management/ville/coulombs-en-valois/ville-77129,Île-de-France,Seine-et-Marne,Communauté de communes du Pays de l'Ourcq,77840,77129,nc,565 hab.,n°15 232 ,25 hab/km²,"13,2 %",non,non,Aucune fleur,Aucune arobase,"22,4 km²",62 mètre(s),198 mètre(s),"49,0777","3,12815"
Nonville (77140),https://www.journaldunet.com/management/ville/nonville/ville-77340,Île-de-France,Seine-et-Marne,Communauté de communes Moret Seine et Loing,77140,77340,"Nonvillois, Nonvilloises",612 hab.,n°14 390 ,54 hab/km²,"8,8 %",non,non,Aucune fleur,Aucune arobase,"11,4 km²",57 mètre(s),100 mètre(s),"48,2887","2,77393"
Bouleurs (77580),https://www.journaldunet.com/management/ville/bouleurs/ville-77047,Île-de-France,Seine-et-Marne,Communauté de communes Pays Créçois,77580,77047,"Bouleurois, Bouleuroises",1 663 hab.,n°6 364 ,202 hab/km²,"7,2 %",non,non,Aucune fleur,Aucune arobase,"8,3 km²",65 mètre(s),156 mètre(s),"48,8791","2,90788"
Fontaine-le-Port (77590),https://www.journaldunet.com/management/ville/fontaine-le-port/ville-77188,Île-de-France,Seine-et-Marne,Communauté de communes Brie des Rivières et Châteaux,77590,77188,"Portifontains, Portifontaines",1 010 hab.,n°9 843 ,128 hab/km²,"7,5 %",non,non,Aucune fleur,Aucune arobase,"7,9 km²",41 mètre(s),97 mètre(s),"48,4842","2,76706"
Sept-Sorts (77260),https://www.journaldunet.com/management/ville/sept-sorts/ville-77448,Île-de-France,Seine-et-Marne,Communauté de communes du Pays Fertois,77260,77448,"Sept-Sortais, Sept-Sortaises",512 hab.,n°16 310 ,159 hab/km²,"15,5 %",non,non,Aucune fleur,Aucune arobase,"3,2 km²",50 mètre(s),150 mètre(s),"48,9402","3,10627"
Lieusaint (77127),https://www.journaldunet.com/management/ville/lieusaint/ville-77251,Île-de-France,Seine-et-Marne,Communauté d'agglomération Grand Paris Sud Seine Essonne Sénart,77127,77251,nc,13 410 hab.,n°728 ,1 120 hab/km²,"10,9 %",non,non,Aucune fleur,Aucune arobase,"12,0 km²",81 mètre(s),91 mètre(s),"48,626","2,54995"
Vieux-Champagne (77370),https://www.journaldunet.com/management/ville/vieux-champagne/ville-77496,Île-de-France,Seine-et-Marne,Communauté de communes Brie Nangissienne,77370,77496,"Vieux-Champenois, Vieux-Champenoises",190 hab.,n°26 629 ,21 hab/km²,"1,2 %",non,non,Aucune fleur,Aucune arobase,"8,9 km²",126 mètre(s),162 mètre(s),"48,5871","3,13822"
Melun (77000),https://www.journaldunet.com/management/ville/melun/ville-77288,Île-de-France,Seine-et-Marne,Communauté d'agglomération Melun Val de Seine,77000,77288,"Melunais, Melunaises",39 947 hab.,n°188 ,4 969 hab/km²,"16,4 %",non,non,4 fleur(s),2 arobase(s),"8,0 km²",37 mètre(s),102 mètre(s),"48,5445","2,65796"
Sigy (77520),https://www.journaldunet.com/management/ville/sigy/ville-77452,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77520,77452,"Sigyssois, Sigyssoises",61 hab.,n°33 608 ,13 hab/km²,"15,4 %",non,non,Aucune fleur,Aucune arobase,"4,7 km²",59 mètre(s),132 mètre(s),"48,4731","3,16364"
Vaux-sur-Lunain (77710),https://www.journaldunet.com/management/ville/vaux-sur-lunain/ville-77489,Île-de-France,Seine-et-Marne,Communauté de communes Gâtinais Val de Loing,77710,77489,"Vaulxois, Vaulxoises",228 hab.,n°24 811 ,27 hab/km²,"14,1 %",non,non,Aucune fleur,Aucune arobase,"8,5 km²",102 mètre(s),152 mètre(s),"48,2172","2,95609"
Longueville (77650),https://www.journaldunet.com/management/ville/longueville/ville-77260,Île-de-France,Seine-et-Marne,Communauté de communes du Provinois,77650,77260,nc,1 785 hab.,n°5 965 ,318 hab/km²,"18,6 %",non,non,Aucune fleur,Aucune arobase,"5,6 km²",66 mètre(s),145 mètre(s),"48,5145","3,23853"
La Madeleine-sur-Loing (77570),https://www.journaldunet.com/management/ville/la-madeleine-sur-loing/ville-77267,Île-de-France,Seine-et-Marne,Communauté de communes Gâtinais Val de Loing,77570,77267,"Magdaléniens, Magdaléniennes",357 hab.,n°19 979 ,58 hab/km²,"9,8 %",non,non,Aucune fleur,Aucune arobase,"6,2 km²",62 mètre(s),123 mètre(s),"48,2051","2,70185"
Seine-Port (77240),https://www.journaldunet.com/management/ville/seine-port/ville-77447,Île-de-France,Seine-et-Marne,Communauté d'agglomération Melun Val de Seine,77240,77447,"Seine-Portais, Seine-Portaises",1 870 hab.,n°5 710 ,219 hab/km²,"6,7 %",non,non,Aucune fleur,Aucune arobase,"8,5 km²",37 mètre(s),85 mètre(s),"48,5515","2,5544"
Melz-sur-Seine (77171),https://www.journaldunet.com/management/ville/melz-sur-seine/ville-77289,Île-de-France,Seine-et-Marne,Communauté de communes du Provinois,77171,77289,"Melziens, Melziennes",349 hab.,n°20 235 ,19 hab/km²,"7,8 %",non,non,Aucune fleur,Aucune arobase,"18,5 km²",58 mètre(s),172 mètre(s),"48,5041","3,39694"
Nangis (77370),https://www.journaldunet.com/management/ville/nangis/ville-77327,Île-de-France,Seine-et-Marne,Communauté de communes Brie Nangissienne,77370,77327,nc,8 775 hab.,n°1 174 ,363 hab/km²,"16,4 %",non,non,2 fleur(s),Aucune arobase,"24,2 km²",103 mètre(s),140 mètre(s),"48,5546","3,00884"
Lesches (77450),https://www.journaldunet.com/management/ville/lesches/ville-77248,Île-de-France,Seine-et-Marne,Communauté d'agglomération Marne et Gondoire,77450,77248,"Leschois, Leschoises",758 hab.,n°12 238 ,188 hab/km²,"6,7 %",non,non,Aucune fleur,Aucune arobase,"4,0 km²",40 mètre(s),107 mètre(s),"48,9153","2,79281"
Pomponne (77400),https://www.journaldunet.com/management/ville/pomponne/ville-77372,Île-de-France,Seine-et-Marne,Communauté d'agglomération Marne et Gondoire,77400,77372,"Pomponnais, Pomponnaises",4 108 hab.,n°2 697 ,573 hab/km²,"9,8 %",non,non,Aucune fleur,Aucune arobase,"7,2 km²",37 mètre(s),120 mètre(s),"48,8867","2,67488"
Grez-sur-Loing (77880),https://www.journaldunet.com/management/ville/grez-sur-loing/ville-77216,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Nemours,77880,77216,"Grézois, Grézoises",1 413 hab.,n°7 348 ,109 hab/km²,"9,6 %",non,non,2 fleur(s),Aucune arobase,"13,0 km²",52 mètre(s),85 mètre(s),"48,3071","2,67742"
Douy-la-Ramée (77139),https://www.journaldunet.com/management/ville/douy-la-ramee/ville-77163,Île-de-France,Seine-et-Marne,Communauté de communes du Pays de l'Ourcq,77139,77163,"Dolaraméens, Dolaraméennes",347 hab.,n°20 286 ,44 hab/km²,"8,5 %",non,non,Aucune fleur,Aucune arobase,"8,0 km²",73 mètre(s),127 mètre(s),"49,0618","2,88351"
Andrezel (77390),https://www.journaldunet.com/management/ville/andrezel/ville-77004,Île-de-France,Seine-et-Marne,Communauté de communes Brie des Rivières et Châteaux,77390,77004,"Andrezeliens, Andrezeliennes",287 hab.,n°22 364 ,36 hab/km²,"4,8 %",non,non,Aucune fleur,Aucune arobase,"8,1 km²",90 mètre(s),103 mètre(s),"48,6146","2,80663"
Moissy-Cramayel (77550),https://www.journaldunet.com/management/ville/moissy-cramayel/ville-77296,Île-de-France,Seine-et-Marne,Communauté d'agglomération Grand Paris Sud Seine Essonne Sénart,77550,77296,nc,17 882 hab.,n°529 ,1 252 hab/km²,"12,3 %",non,non,3 fleur(s),Aucune arobase,"14,3 km²",83 mètre(s),94 mètre(s),"48,6286","2,59602"
Fresnes-sur-Marne (77410),https://www.journaldunet.com/management/ville/fresnes-sur-marne/ville-77196,Île-de-France,Seine-et-Marne,Communauté de communes Plaines et Monts de France,77410,77196,"Fresnois, Fresnoises",931 hab.,n°10 474 ,125 hab/km²,"5,1 %",non,non,2 fleur(s),Aucune arobase,"7,5 km²",38 mètre(s),88 mètre(s),"48,9418","2,73979"
Noisy-sur-École (77123),https://www.journaldunet.com/management/ville/noisy-sur-ecole/ville-77339,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Fontainebleau,77123,77339,"Noiséens, Noiséennes",1 829 hab.,n°5 827 ,61 hab/km²,"7,9 %",non,non,Aucune fleur,Aucune arobase,"29,9 km²",63 mètre(s),127 mètre(s),"48,3777","2,50875"
Saint-Germain-sur-Morin (77860),https://www.journaldunet.com/management/ville/saint-germain-sur-morin/ville-77413,Île-de-France,Seine-et-Marne,Communauté de communes Pays Créçois,77860,77413,"Saint-Germinois, Saint-Germinoises",3 755 hab.,n°2 942 ,781 hab/km²,"7,0 %",non,non,1 fleur(s),1 arobase(s),"4,8 km²",45 mètre(s),141 mètre(s),"48,8753","2,84029"
Vaires-sur-Marne (77360),https://www.journaldunet.com/management/ville/vaires-sur-marne/ville-77479,Île-de-France,Seine-et-Marne,Communauté d'agglomération Paris - Vallée de la Marne,77360,77479,"Vairois, Vairoises",13 383 hab.,n°730 ,2 223 hab/km²,"10,3 %",non,non,3 fleur(s),Aucune arobase,"6,0 km²",38 mètre(s),52 mètre(s),"48,8698","2,63566"
Chailly-en-Brie (77120),https://www.journaldunet.com/management/ville/chailly-en-brie/ville-77070,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Coulommiers,77120,77070,"Caibottins, Caibottines",1 437 hab.,n°7 242 ,83 hab/km²,"8,0 %",non,non,Aucune fleur,Aucune arobase,"17,4 km²",72 mètre(s),159 mètre(s),"48,7924","3,13373"
Sivry-Courtry (77115),https://www.journaldunet.com/management/ville/sivry-courtry/ville-77453,Île-de-France,Seine-et-Marne,Communauté de communes Brie des Rivières et Châteaux,77115,77453,"Sivryens, Sivryennes",1 184 hab.,n°8 562 ,53 hab/km²,"8,4 %",non,non,Aucune fleur,Aucune arobase,"22,5 km²",73 mètre(s),104 mètre(s),"48,5309","2,75615"
Jouy-sur-Morin (77320),https://www.journaldunet.com/management/ville/jouy-sur-morin/ville-77240,Île-de-France,Seine-et-Marne,Communauté de communes des Deux Morin,77320,77240,"Jouyssiens, Jouyssiennes",2 129 hab.,n°5 082 ,115 hab/km²,"14,6 %",non,non,Aucune fleur,Aucune arobase,"18,5 km²",94 mètre(s),181 mètre(s),"48,7955","3,27252"
Saint-Martin-des-Champs (77320),https://www.journaldunet.com/management/ville/saint-martin-des-champs/ville-77423,Île-de-France,Seine-et-Marne,Communauté de communes des Deux Morin,77320,77423,nc,653 hab.,n°13 712 ,63 hab/km²,"11,0 %",non,non,Aucune fleur,Aucune arobase,"10,4 km²",112 mètre(s),186 mètre(s),"48,7883","3,33427"
La Chapelle-Iger (77540),https://www.journaldunet.com/management/ville/la-chapelle-iger/ville-77087,Île-de-France,Seine-et-Marne,Communauté de communes Val Briard,77540,77087,"Capelligérois, Capelligéroises",170 hab.,n°27 609 ,19 hab/km²,"9,0 %",non,non,1 fleur(s),Aucune arobase,"8,7 km²",89 mètre(s),130 mètre(s),"48,6515","2,99242"
Guermantes (77600),https://www.journaldunet.com/management/ville/guermantes/ville-77221,Île-de-France,Seine-et-Marne,Communauté d'agglomération Marne et Gondoire,77600,77221,"Guermantais, Guermantaises",1 151 hab.,n°8 782 ,913 hab/km²,"6,6 %",non,non,Aucune fleur,Aucune arobase,"1,3 km²",97 mètre(s),121 mètre(s),"48,8514","2,71247"
Burcy (77760),https://www.journaldunet.com/management/ville/burcy/ville-77056,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Nemours,77760,77056,nc,149 hab.,n°28 684 ,21 hab/km²,"6,9 %",non,non,Aucune fleur,Aucune arobase,"7,0 km²",106 mètre(s),144 mètre(s),"48,2331","2,52555"
La Grande-Paroisse (77130),https://www.journaldunet.com/management/ville/la-grande-paroisse/ville-77210,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Montereau,77130,77210,"Grands-Paroissiens, Grandes-Paroissiennes",2 809 hab.,n°3 935 ,97 hab/km²,"10,3 %",non,non,1 fleur(s),Aucune arobase,"29,1 km²",45 mètre(s),147 mètre(s),"48,3918","2,89832"
Saint-Léger (77510),https://www.journaldunet.com/management/ville/saint-leger/ville-77417,Île-de-France,Seine-et-Marne,Communauté de communes des Deux Morin,77510,77417,nc,260 hab.,n°23 390 ,27 hab/km²,"7,9 %",non,non,Aucune fleur,Aucune arobase,"9,6 km²",150 mètre(s),184 mètre(s),"48,8436","3,27123"
Saint-Mesmes (77410),https://www.journaldunet.com/management/ville/saint-mesmes/ville-77427,Île-de-France,Seine-et-Marne,Communauté de communes Plaines et Monts de France,77410,77427,"Saint-Mesmins, Saint-Mesmines",612 hab.,n°14 393 ,80 hab/km²,"6,4 %",non,non,Aucune fleur,Aucune arobase,"7,7 km²",57 mètre(s),118 mètre(s),"48,9856","2,71476"
Trilbardou (77450),https://www.journaldunet.com/management/ville/trilbardou/ville-77474,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Meaux,77450,77474,"Triboulois, Tribouloises",651 hab.,n°13 743 ,82 hab/km²,"7,3 %",non,non,Aucune fleur,Aucune arobase,"8,0 km²",40 mètre(s),96 mètre(s),"48,9488","2,80418"
Ville-Saint-Jacques (77130),https://www.journaldunet.com/management/ville/ville-saint-jacques/ville-77516,Île-de-France,Seine-et-Marne,Communauté de communes Moret Seine et Loing,77130,77516,"Ville-Saint-Jacquois, Ville-Saint-Jacquoises",842 hab.,n°11 343 ,78 hab/km²,"7,7 %",non,non,Aucune fleur,Aucune arobase,"10,7 km²",48 mètre(s),118 mètre(s),"48,3445","2,89833"
Soisy-Bouy (77650),https://www.journaldunet.com/management/ville/soisy-bouy/ville-77456,Île-de-France,Seine-et-Marne,Communauté de communes du Provinois,77650,77456,"Bouyards, Bouyardes",817 hab.,n°11 603 ,72 hab/km²,"11,7 %",non,non,Aucune fleur,Aucune arobase,"11,3 km²",71 mètre(s),162 mètre(s),"48,5085","3,29988"
La Chapelle-la-Reine (77760),https://www.journaldunet.com/management/ville/la-chapelle-la-reine/ville-77088,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Fontainebleau,77760,77088,nc,2 400 hab.,n°4 535 ,151 hab/km²,"12,4 %",non,non,Aucune fleur,Aucune arobase,"15,9 km²",109 mètre(s),140 mètre(s),"48,3159","2,5667"
Saint-Barthélemy (77320),https://www.journaldunet.com/management/ville/saint-barthelemy/ville-77402,Île-de-France,Seine-et-Marne,Communauté de communes des Deux Morin,77320,77402,nc,334 hab.,n°20 682 ,22 hab/km²,"11,4 %",non,non,Aucune fleur,Aucune arobase,"15,0 km²",159 mètre(s),203 mètre(s),"48,8199","3,3645"
